id,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
1876,Ben Wallace,DET,26,205.74,108.86208,Virginia Union,USA,,,,80,6.4,13.2,1.5,1,0.116,0.293,0.105,0.471,0.067,2000-01
1877,Bill Curley,GSW,29,205.74,99.79024,Boston College,USA,1994,1,22,20,3.2,1.9,0.2,-6.8,0.118,0.1,0.159,0.569,0.028,2000-01
1878,Billy Owens,DET,32,203.2,99.79024,Syracuse,USA,1991,1,3,45,4.4,4.6,1.2,-1.1,0.104,0.158,0.151,0.4,0.108,2000-01
1879,Bimbo Coles,CLE,33,187.96,82.553744,Virginia Tech,USA,1990,2,40,47,4.9,1,2.9,-10,0.014,0.06,0.187,0.44,0.309,2000-01
1880,Bo Outlaw,ORL,30,203.2,95.25432,Houston,USA,,,,80,7.3,7.7,2.8,4.1,0.092,0.183,0.107,0.623,0.128,2000-01
1881,Bob Sura,GSW,28,195.58,90.7184,Florida State,USA,1995,1,17,53,11.1,4.3,4.6,-11.4,0.032,0.121,0.193,0.487,0.232,2000-01
1882,Bobby Jackson,SAC,28,185.42,83.91452,Minnesota,USA,1997,1,23,79,7.2,3.1,2,7.2,0.05,0.111,0.182,0.501,0.166,2000-01
1883,Bonzi Wells,POR,24,195.58,95.25432,Ball State,USA,1998,1,11,75,12.6,4.9,2.8,4.4,0.077,0.143,0.233,0.571,0.179,2000-01
1884,Brad Miller,CHI,25,213.36,118.387512,Purdue,USA,,,,57,8.9,7.4,1.9,-9.1,0.114,0.229,0.181,0.52,0.13,2000-01
1885,Brent Barry,SEA,29,198.12,97.52228,Oregon State,USA,1995,1,15,67,8.8,3.1,3.4,2.1,0.023,0.113,0.135,0.66,0.19,2000-01
1886,Brent Price,VAN,32,185.42,83.91452,Oklahoma,USA,1992,2,32,6,2.2,0.7,0.8,-17,0.034,0.091,0.265,0.462,0.263,2000-01
1887,Brevin Knight,ATL,25,177.8,77.11064,Stanford,USA,1997,1,16,53,6.3,3.2,5.9,-8.4,0.017,0.109,0.147,0.416,0.32,2000-01
1888,Brian Cardinal,DET,24,203.2,111.13004,Purdue,USA,2000,2,44,15,2.1,1.5,0.2,-14.2,0.068,0.14,0.162,0.398,0.052,2000-01
1889,Brian Grant,MIA,29,205.74,113.398,Xavier,USA,1994,1,8,82,15.2,8.8,1.2,3.7,0.093,0.214,0.236,0.536,0.072,2000-01
1890,Brian Shaw,LAL,35,198.12,90.7184,California-Santa Barbara,USA,1988,1,24,80,5.3,3.8,3.2,2.2,0.03,0.158,0.131,0.479,0.206,2000-01
1891,Brian Skinner,LAC,25,205.74,120.20188,Baylor,USA,1998,1,22,39,4.1,4.3,0.5,-8.4,0.107,0.215,0.172,0.428,0.054,2000-01
1892,Bruce Bowen,MIA,30,200.66,90.7184,Cal State-Fullerton,USA,,,,82,7.6,3,1.6,3.1,0.02,0.089,0.132,0.478,0.082,2000-01
1893,Bruno Sundov,IND,21,218.44,108.408488,None,Croatia,1998,2,35,11,3.9,2.1,0.2,-12.5,0.037,0.15,0.175,0.498,0.03,2000-01
1894,Antonio McDyess,DEN,26,205.74,111.13004,Alabama,USA,1995,1,2,70,20.8,12.1,2.1,0.6,0.104,0.254,0.269,0.538,0.106,2000-01
1895,Antonio Harvey,POR,30,210.82,113.398,Pfeiffer,USA,,,,12,2.6,1.2,0.3,-14.3,0.071,0.129,0.211,0.506,0.103,2000-01
1896,Antonio Davis,TOR,32,205.74,104.32616,Texas-El Paso,USA,1990,2,45,78,13.7,10.1,1.4,4.2,0.111,0.216,0.196,0.508,0.062,2000-01
1897,Antonio Daniels,SAS,26,193.04,92.98636,Bowling Green,USA,1997,1,4,79,9.4,2.1,3.8,6.6,0.015,0.074,0.175,0.567,0.246,2000-01
1898,Jermaine O'Neal,IND,22,210.82,102.511792,None,USA,1996,1,17,81,12.9,9.8,1.2,0.7,0.111,0.22,0.214,0.501,0.066,2000-01
1899,Aaron McKie,PHI,28,195.58,94.800728,Temple,USA,1994,1,17,76,11.6,4.1,5,6.8,0.016,0.13,0.19,0.549,0.264,2000-01
1900,Aaron Williams,NJN,29,205.74,102.0582,Xavier,USA,,,,82,10.2,7.2,1.1,-9.1,0.102,0.2,0.18,0.533,0.068,2000-01
1901,Adam Keefe,GSW,31,205.74,104.32616,Stanford,USA,1992,1,10,67,2.5,3.1,0.5,-9.2,0.105,0.175,0.116,0.45,0.066,2000-01
1902,Adonal Foyle,GSW,26,208.28,113.398,Colgate,St. Vincent & Grenadines,1997,1,8,58,5.9,7,0.8,-11.7,0.101,0.189,0.139,0.422,0.052,2000-01
1903,Adrian Griffin,BOS,26,195.58,97.52228,Seton Hall,USA,,,,44,2.1,2,0.6,-4.9,0.077,0.202,0.149,0.432,0.125,2000-01
1904,Al Harrington,IND,21,205.74,115.212368,None,USA,1998,1,25,78,7.5,4.9,1.7,0.5,0.074,0.151,0.187,0.479,0.116,2000-01
1905,Alan Henderson,ATL,28,205.74,106.59412,Indiana,USA,1995,1,16,73,10.5,5.6,0.7,-8.8,0.109,0.147,0.224,0.487,0.05,2000-01
1906,Allan Houston,NYK,30,198.12,90.7184,Tennessee,USA,1993,1,11,78,18.7,3.6,2.2,2.2,0.009,0.107,0.256,0.543,0.119,2000-01
1907,Allen Iverson,PHI,26,182.88,74.84268,Georgetown,USA,1996,1,1,71,31.1,3.8,4.6,5.7,0.019,0.081,0.354,0.518,0.226,2000-01
1908,Alonzo Mourning,MIA,31,208.28,118.387512,Georgetown,USA,1992,1,2,13,13.6,7.8,0.9,5.9,0.142,0.232,0.301,0.536,0.079,2000-01
1909,Bryant Reeves,VAN,28,213.36,131.54168,Oklahoma State,USA,1995,1,6,75,8.3,6,1.1,-5.6,0.083,0.198,0.175,0.506,0.073,2000-01
1910,Alvin Williams,TOR,26,195.58,83.91452,Villanova,USA,1997,2,47,82,9.8,2.6,5,3.1,0.023,0.078,0.175,0.483,0.267,2000-01
1911,Andrew DeClercq,ORL,28,208.28,115.66596,Florida,USA,1995,2,34,67,3.9,3.5,0.5,7.4,0.111,0.179,0.137,0.57,0.049,2000-01
1912,Andy Panko,ATL,23,205.74,111.13004,Lebanon Valley,USA,,,,1,0,0,0,0,0,0,0,0,0,2000-01
1913,Anfernee Hardaway,PHX,29,200.66,97.52228,Memphis,USA,1993,1,3,4,9.8,4.5,3.8,-3.1,0.045,0.13,0.173,0.477,0.224,2000-01
1914,Antawn Jamison,GSW,25,205.74,101.151016,North Carolina,USA,1998,1,4,82,24.9,8.7,2,-9.3,0.081,0.148,0.279,0.499,0.094,2000-01
1915,Anthony Carter,MIA,26,185.42,86.18248,Hawaii,USA,,,,72,6.4,2.5,3.7,2.6,0.034,0.094,0.19,0.439,0.305,2000-01
1916,Anthony Goldwire,DEN,29,187.96,82.553744,Houston,USA,1994,2,52,20,4.1,0.6,1.7,-7,0.005,0.064,0.219,0.469,0.276,2000-01
1917,Anthony Johnson,CLE,26,190.5,86.18248,College of Charleston,USA,1997,2,39,53,2.5,0.8,1.5,-10.8,0.021,0.084,0.176,0.39,0.266,2000-01
1918,Anthony Mason,MIA,34,203.2,115.66596,Tennessee State,USA,1988,3,53,80,16.1,9.6,3.1,2.2,0.062,0.223,0.201,0.555,0.144,2000-01
1919,Anthony Miller,PHI,29,205.74,115.66596,Michigan State,USA,1994,2,39,4,0.5,0.5,0,-45.9,0,0.286,0.133,0.5,0,2000-01
1920,Anthony Peeler,MIN,31,193.04,94.347136,Missouri,USA,1992,1,15,75,10.5,2.6,2.6,2.3,0.023,0.078,0.186,0.513,0.138,2000-01
1921,Antoine Walker,BOS,24,205.74,111.13004,Kentucky,USA,1996,1,6,81,23.4,8.9,5.5,-1.9,0.05,0.204,0.292,0.505,0.261,2000-01
1922,Andre Miller,CLE,25,187.96,90.7184,Utah,USA,1999,1,8,82,15.8,4.4,8,-1.3,0.039,0.105,0.23,0.541,0.389,2000-01
1923,David Benoit,UTA,33,203.2,99.79024,Alabama,USA,,,,49,3.6,1.7,0.4,-2,0.059,0.172,0.201,0.542,0.087,2000-01
1924,Bryant Stith,BOS,30,195.58,95.25432,Virginia,USA,1992,1,13,78,9.7,3.6,2.2,-2.3,0.029,0.106,0.145,0.538,0.111,2000-01
1925,Bryon Russell,UTA,30,200.66,102.0582,Long Beach State,USA,1993,2,45,78,12,4.2,2.1,4.7,0.048,0.118,0.175,0.565,0.105,2000-01
1926,Corey Benjamin,CHI,23,198.12,92.98636,Oregon State,USA,1998,1,28,65,4.7,1.5,1.1,-12.5,0.049,0.089,0.217,0.453,0.148,2000-01
1927,Corey Maggette,LAC,21,198.12,98.883056,Duke,USA,1999,1,13,69,10,4.2,1.2,-2.4,0.075,0.162,0.242,0.562,0.112,2000-01
1928,Corie Blount,GSW,32,208.28,109.769264,Cincinnati,USA,1993,1,25,68,4.6,5.9,0.9,-11.9,0.135,0.193,0.131,0.473,0.074,2000-01
1929,Corliss Williamson,DET,27,200.66,111.13004,Arkansas,USA,1995,1,13,69,11.6,4.7,0.9,2.6,0.068,0.133,0.222,0.533,0.066,2000-01
1930,Cory Alexander,ORL,28,185.42,86.18248,Virginia,USA,1995,1,29,26,2,1,1.4,-6.6,0,0.137,0.178,0.407,0.273,2000-01
1931,Courtney Alexander,WAS,24,195.58,92.98636,Fresno State,USA,2000,1,13,65,9.5,2.2,1,-10.1,0.036,0.085,0.232,0.484,0.083,2000-01
1932,Cuttino Mobley,HOU,25,193.04,86.18248,Rhode Island,USA,1998,2,41,79,19.5,5,2.5,3.8,0.033,0.118,0.244,0.541,0.114,2000-01
1933,Dale Davis,POR,32,210.82,114.305184,Clemson,USA,1991,1,13,81,7.2,7.5,1.3,4.7,0.132,0.197,0.134,0.524,0.073,2000-01
1934,Dalibor Bagaric,CHI,20,215.9,125.644984,None,Croatia,2000,1,24,35,1.3,1.6,0.3,-15.3,0.091,0.158,0.174,0.304,0.065,2000-01
1935,Damon Jones,VAN,24,190.5,83.91452,Houston,USA,,,,71,6.5,1.7,3.2,-8,0.013,0.085,0.168,0.525,0.276,2000-01
1936,Damon Stoudamire,POR,27,177.8,77.564232,Arizona,USA,1995,1,7,82,13,3.7,5.7,6.8,0.032,0.1,0.21,0.519,0.275,2000-01
1937,Dan Langhi,HOU,23,210.82,99.79024,Vanderbilt,USA,2000,2,31,33,2.7,1.2,0.1,-11.3,0.057,0.126,0.222,0.403,0.031,2000-01
1938,Dan Majerle,MIA,35,198.12,100.697424,Central Michigan,USA,1988,1,14,53,5,3.1,1.7,4.4,0.018,0.135,0.116,0.48,0.108,2000-01
1939,Dan McClintock,DEN,24,213.36,122.46984,Northern Arizona,USA,2000,2,53,6,3,2.8,0.2,-24.2,0.149,0.171,0.158,0.446,0.025,2000-01
1940,Dana Barros,DET,34,180.34,73.935496,Boston College,USA,1989,1,16,60,8,1.6,1.8,-3.6,0.006,0.091,0.202,0.534,0.187,2000-01
1941,Daniel Santiago,PHX,25,215.9,116.119552,Saint Vincent,Puerto Rico,,,,54,3.1,1.9,0.2,0.4,0.068,0.132,0.156,0.528,0.03,2000-01
1942,Danny Ferry,SAS,34,208.28,106.59412,Duke,USA,1989,1,2,80,5.6,2.8,0.9,12.9,0.04,0.107,0.122,0.577,0.066,2000-01
1943,Danny Fortson,GSW,25,203.2,117.93392,Cincinnati,USA,1997,1,10,6,16.7,16.3,0.8,-9.6,0.152,0.371,0.166,0.678,0.042,2000-01
1944,Danny Manning,UTA,35,208.28,110.676448,Kansas,USA,1988,1,1,82,7.4,2.6,1.1,3.5,0.065,0.136,0.232,0.537,0.135,2000-01
1945,Darius Miles,LAC,19,205.74,91.625584,None,USA,2000,1,3,81,9.4,5.9,1.2,1.7,0.072,0.173,0.191,0.518,0.08,2000-01
1946,Darrell Armstrong,ORL,33,185.42,81.64656,Fayetteville State,USA,,,,75,15.8,4.6,7,3.8,0.036,0.102,0.208,0.535,0.299,2000-01
1947,Darrick Martin,SAC,30,180.34,77.11064,UCLA,USA,,,,31,3.3,0.5,0.5,1.8,0.012,0.073,0.263,0.563,0.152,2000-01
1948,A.C. Green,MIA,37,205.74,102.0582,Oregon State,USA,1985,1,23,82,4.5,3.8,0.5,3.3,0.089,0.171,0.141,0.492,0.05,2000-01
1949,Clifford Robinson,PHX,34,208.28,102.0582,Connecticut,USA,1989,2,36,82,16.4,4.1,2.9,2.2,0.043,0.095,0.251,0.501,0.155,2000-01
1950,Clar. Weatherspoon,CLE,30,200.66,120.20188,Southern Mississippi,USA,1992,1,9,82,11.3,9.7,1.3,-5.1,0.092,0.231,0.151,0.563,0.061,2000-01
1951,Chucky Brown,CLE,33,203.2,99.79024,North Carolina State,USA,1989,2,43,26,3.9,2.1,0.4,-6.4,0.027,0.164,0.157,0.464,0.054,2000-01
1952,Chucky Atkins,DET,26,180.34,72.57472,South Florida,USA,,,,81,12,2.1,4.1,-1.2,0.013,0.067,0.213,0.481,0.234,2000-01
1953,Cal Bowdler,ATL,24,208.28,111.13004,Old Dominion,USA,1999,1,17,44,3.2,1.8,0.1,1.3,0.091,0.142,0.168,0.532,0.016,2000-01
1954,Calbert Cheaney,DEN,29,200.66,98.429464,Indiana,USA,1993,1,6,9,2.3,2.2,1,10.6,0.034,0.109,0.104,0.34,0.076,2000-01
1955,Calvin Booth,DAL,25,210.82,109.315672,Penn State,USA,1999,2,35,55,5.3,4.5,0.8,-7,0.091,0.196,0.163,0.512,0.074,2000-01
1956,Carlos Rogers,HOU,30,210.82,105.233344,Tennessee State,USA,1994,1,11,39,4.6,3.6,0.2,2.8,0.106,0.184,0.128,0.674,0.027,2000-01
1957,Cedric Ceballos,MIA,31,200.66,99.79024,Cal State-Fullerton,USA,1990,2,48,40,6.5,2.7,0.5,-3.6,0.072,0.148,0.228,0.526,0.067,2000-01
1958,Cedric Henderson,CLE,26,200.66,102.0582,Memphis,USA,1997,2,44,55,4.3,1.6,1.4,-6.6,0.023,0.086,0.165,0.416,0.134,2000-01
1959,Charles Oakley,TOR,37,205.74,111.13004,Virginia Union,USA,1985,1,9,78,9.6,9.5,3.4,4.6,0.057,0.249,0.161,0.439,0.144,2000-01
1960,Charlie Ward,NYK,30,187.96,86.18248,Florida State,USA,1994,1,26,61,7.1,2.6,4.5,6.3,0.026,0.101,0.167,0.536,0.297,2000-01
1961,Chauncey Billups,MIN,24,190.5,91.625584,Colorado,USA,1997,1,3,77,9.3,2.1,3.4,2.3,0.021,0.084,0.198,0.538,0.229,2000-01
1962,Cherokee Parks,LAC,28,210.82,108.86208,Duke,USA,1995,1,12,65,4.6,3.5,0.7,-6.5,0.078,0.179,0.149,0.51,0.071,2000-01
1963,Chris Carr,BOS,27,198.12,99.79024,Southern Illinois,USA,1995,2,56,35,4.8,1.3,0.3,-11.4,0.038,0.117,0.226,0.611,0.072,2000-01
1964,Bryce Drew,CHI,26,190.5,83.91452,Valparaiso,USA,1998,1,16,48,6.3,1.4,3.9,-7.4,0.011,0.052,0.143,0.45,0.231,2000-01
1965,Chris Childs,TOR,33,190.5,88.45044,Boise State,USA,,,,77,4.7,2.6,4.6,1.6,0.016,0.11,0.135,0.494,0.32,2000-01
1966,Chris Dudley,PHX,36,210.82,117.93392,Yale,USA,1987,4,75,53,1.4,3.5,0.3,1.5,0.114,0.224,0.084,0.405,0.04,2000-01
1967,Chris Garner,GSW,26,177.8,70.760352,Memphis,USA,,,,8,2.4,1.5,2.3,-8.4,0.013,0.079,0.139,0.24,0.178,2000-01
1968,Chris Gatling,CLE,33,208.28,104.32616,Old Dominion,USA,1991,1,16,74,11.4,5.3,0.8,-6.6,0.068,0.215,0.258,0.505,0.067,2000-01
1969,Chris Herren,BOS,25,187.96,86.18248,Fresno State,USA,1999,2,33,25,3.3,0.8,2.2,2.2,0.011,0.049,0.133,0.41,0.204,2000-01
1970,Chris Mihm,CLE,21,215.9,120.20188,Texas,USA,2000,1,7,59,7.6,4.7,0.3,-3.8,0.106,0.167,0.203,0.5,0.024,2000-01
1971,Chris Mills,GSW,31,200.66,97.975872,Arizona,USA,1993,1,22,15,12,6.2,1.2,-4.3,0.049,0.147,0.195,0.435,0.061,2000-01
1972,Chris Mullin,GSW,37,198.12,90.7184,St. John's (NY),USA,1985,1,7,20,5.8,2.1,1,-9.2,0.025,0.095,0.158,0.486,0.088,2000-01
1973,Chris Porter,GSW,23,200.66,98.883056,Auburn,USA,2000,2,55,51,8.6,3.7,1.2,-13.4,0.071,0.103,0.204,0.434,0.088,2000-01
1974,Chris Webber,SAC,28,208.28,111.13004,Michigan,USA,1993,1,1,70,27.1,11.1,4.2,6.3,0.069,0.22,0.313,0.516,0.202,2000-01
1975,Chris Whitney,WAS,29,182.88,79.3786,Clemson,USA,1993,2,47,59,9.5,1.8,4.2,-7.7,0.009,0.075,0.182,0.537,0.273,2000-01
1976,Christian Laettner,WAS,31,210.82,111.13004,Duke,USA,1992,1,3,78,9.3,4.7,1.6,-2.4,0.085,0.173,0.211,0.568,0.126,2000-01
1977,Chris Crawford,ATL,26,205.74,106.59412,Marquette,USA,1997,2,50,47,6.8,2.3,0.8,-8.5,0.034,0.106,0.181,0.519,0.07,2000-01
1978,Walter McCarty,BOS,27,208.28,104.32616,Kentucky,USA,1996,1,19,60,2.2,1.4,0.7,-2.7,0.057,0.141,0.147,0.474,0.136,2000-01
1979,David Vanterpool,WAS,28,195.58,90.7184,St. Bonaventure,USA,,,,22,5.5,1.7,3,-1.3,0.043,0.064,0.181,0.462,0.254,2000-01
1980,Wally Szczerbiak,MIN,24,200.66,110.676448,Miami (OH),USA,1999,1,6,82,14,5.5,3.2,4.7,0.053,0.125,0.182,0.566,0.141,2000-01
1981,Michael Hawkins,CLE,28,182.88,80.739376,Xavier,USA,,,,10,0.8,0.5,1.3,-20.8,0.029,0.054,0.094,0.444,0.271,2000-01
1982,Michael Finley,DAL,28,200.66,97.52228,Wisconsin,USA,1995,1,21,82,21.5,5.2,4.4,5.5,0.036,0.1,0.249,0.521,0.18,2000-01
1983,Michael Doleac,ORL,24,210.82,118.841104,Utah,USA,1998,1,12,77,6.4,3.5,0.8,3.4,0.055,0.171,0.196,0.443,0.077,2000-01
1984,Michael Dickerson,VAN,26,193.04,86.18248,Arizona,USA,1998,1,14,70,16.3,3.3,3.3,-5.9,0.032,0.069,0.226,0.501,0.157,2000-01
1985,Michael Curry,DET,32,195.58,95.25432,Georgia Southern,USA,,,,68,5.2,1.8,1.9,-3.6,0.015,0.077,0.124,0.507,0.138,2000-01
1986,Metta World Peace,CHI,21,200.66,111.583632,St. John's (NY),USA,1999,1,16,76,11.9,3.9,3,-8.4,0.029,0.124,0.217,0.483,0.171,2000-01
1987,Maurice Taylor,HOU,24,205.74,117.93392,Michigan,USA,1997,1,14,69,13,5.5,1.5,-3.5,0.065,0.16,0.231,0.518,0.096,2000-01
1988,Matt Maloney,ATL,29,190.5,90.7184,Pennsylvania,USA,,,,55,6.7,2.1,2.8,-2.8,0.011,0.081,0.14,0.508,0.187,2000-01
1989,Matt Harpring,CLE,25,200.66,104.779752,Georgia Tech,USA,1998,1,15,56,11.1,4.3,1.8,-4.9,0.065,0.105,0.191,0.522,0.11,2000-01
1990,Matt Geiger,PHI,31,215.9,112.490816,Georgia Tech,USA,1992,2,42,35,6.1,4,0.4,4,0.1,0.191,0.227,0.43,0.047,2000-01
1991,Matt Bullard,HOU,34,208.28,106.59412,Iowa,USA,,,,61,5.8,2.1,0.7,7.9,0.027,0.118,0.151,0.569,0.067,2000-01
1992,Mateen Cleaves,DET,23,187.96,92.98636,Michigan State,USA,2000,1,14,78,5.4,1.7,2.7,-2.4,0.022,0.091,0.205,0.458,0.281,2000-01
1993,Mark Strickland,NJN,30,208.28,99.79024,Temple,USA,,,,55,4.5,2.9,0.4,-8.3,0.078,0.173,0.183,0.465,0.059,2000-01
1994,Mark Pope,MIL,28,208.28,106.59412,Kentucky,USA,1996,2,52,63,2.4,2.3,0.6,6.4,0.066,0.105,0.083,0.48,0.052,2000-01
1995,Mark Madsen,LAL,25,205.74,108.86208,Stanford,USA,2000,1,29,70,2,2.2,0.3,-5.1,0.127,0.137,0.108,0.53,0.06,2000-01
1996,Mark Jackson,NYK,36,190.5,92.98636,St. John's (NY),USA,1987,1,18,83,7.6,3.7,8,0.4,0.028,0.107,0.143,0.505,0.396,2000-01
1997,Mark Bryant,DAL,36,205.74,113.398,Seton Hall,USA,1988,1,21,18,1.1,1.2,0.2,-9.6,0.044,0.191,0.121,0.428,0.042,2000-01
1998,Mark Blount,BOS,25,213.36,104.32616,Pittsburgh,USA,1997,2,54,64,3.9,3.6,0.5,-2,0.1,0.147,0.123,0.541,0.049,2000-01
1999,Mario Elie,PHX,37,195.58,102.0582,American International,USA,1985,7,160,68,4.4,2.3,1.9,2.4,0.028,0.09,0.101,0.541,0.133,2000-01
2000,Marcus Fizer,CHI,22,205.74,118.841104,Iowa State,USA,2000,1,4,72,9.5,4.3,1.1,-14.2,0.055,0.19,0.247,0.476,0.097,2000-01
2001,Marcus Camby,NYK,27,210.82,102.0582,Massachusetts,USA,1996,1,2,63,12,11.5,0.8,2.3,0.115,0.29,0.171,0.559,0.043,2000-01
2002,Marc Jackson,GSW,26,208.28,122.46984,Temple,USA,1997,2,37,48,13.2,7.5,1.2,-10.2,0.086,0.199,0.208,0.534,0.071,2000-01
2003,Malik Rose,SAS,26,200.66,115.66596,Drexel,USA,1996,2,44,57,7.7,5.4,0.8,9.6,0.094,0.187,0.197,0.498,0.067,2000-01
2004,Michael Olowokandi,LAC,26,213.36,131.995272,Pacific,Nigeria,1998,1,1,82,8.5,6.4,0.6,-6.9,0.093,0.192,0.209,0.451,0.038,2000-01
2005,Michael Redd,MIL,21,198.12,97.068688,Ohio State,USA,2000,2,43,6,2.2,0.7,0.2,-13.3,0.073,0.038,0.283,0.3,0.056,2000-01
2006,Michael Ruffin,CHI,24,203.2,112.490816,Tulsa,USA,1999,2,32,45,2.6,5.8,0.9,-7,0.134,0.225,0.091,0.48,0.07,2000-01
2007,Michael Smith,WAS,29,203.2,108.86208,Providence,USA,1994,2,35,79,3.8,7.1,1.3,-11.7,0.119,0.29,0.095,0.527,0.099,2000-01
2008,Patrick Ewing,SEA,38,213.36,115.66596,Georgetown,Jamaica,1985,1,1,79,9.6,7.4,1.2,-4.2,0.066,0.248,0.202,0.478,0.071,2000-01
2009,Pat Garrity,ORL,24,205.74,107.954896,Notre Dame,USA,1998,1,19,76,8.3,2.8,0.7,-1.6,0.034,0.119,0.192,0.507,0.056,2000-01
2010,P.J. Brown,CHH,31,210.82,108.86208,Louisiana Tech,USA,1992,2,29,80,8.5,9.3,1.6,5.3,0.104,0.199,0.124,0.518,0.071,2000-01
2011,Otis Thorpe,CHH,38,208.28,112.490816,Providence,USA,1984,1,9,49,2.8,3,0.6,-0.7,0.095,0.174,0.126,0.487,0.077,2000-01
2012,Othella Harrington,NYK,27,205.74,106.59412,Georgetown,USA,1996,2,30,74,9,5.2,0.8,-2.3,0.093,0.155,0.192,0.549,0.052,2000-01
2013,Olumide Oyedeji,SEA,20,208.28,108.86208,None,Nigeria,2000,2,42,30,1.5,2.2,0.1,11.6,0.137,0.219,0.114,0.532,0.014,2000-01
2014,Olden Polynice,UTA,36,213.36,113.398,Virginia,USA,1987,1,8,81,5.3,4.7,0.4,3.2,0.122,0.165,0.15,0.484,0.029,2000-01
2015,Obinna Ekezie,DAL,25,205.74,117.93392,Maryland,Nigeria,1999,2,37,33,3.1,2.4,0.3,-11.1,0.133,0.201,0.193,0.484,0.06,2000-01
2016,Nick Van Exel,DEN,29,185.42,86.18248,Cincinnati,USA,1993,2,37,71,17.7,3.4,8.5,-0.4,0.018,0.08,0.234,0.515,0.383,2000-01
2017,Nick Anderson,SAC,33,198.12,103.418976,Illinois,USA,1989,1,11,21,1.8,1.2,0.6,0.9,0.019,0.136,0.171,0.333,0.125,2000-01
2018,Nazr Mohammed,ATL,23,208.28,108.86208,Kentucky,USA,1998,1,29,58,7.6,5.3,0.3,-2,0.135,0.233,0.23,0.52,0.034,2000-01
2019,Mahmoud Abdul-Rauf,VAN,32,185.42,73.481904,Louisiana State,USA,1990,1,3,41,6.5,0.6,1.9,-1.6,0.012,0.048,0.269,0.514,0.285,2000-01
2020,Muggsy Bogues,TOR,36,160.02,61.688512,Wake Forest,USA,1987,1,12,3,0,1,1.7,-27.4,0,0.12,0.078,0,0.294,2000-01
2021,Mookie Blaylock,GSW,34,185.42,83.91452,Oklahoma,USA,1989,1,12,69,11,3.9,6.7,-8,0.03,0.097,0.174,0.455,0.32,2000-01
2022,Moochie Norris,HOU,27,185.42,79.3786,West Florida,USA,1996,2,33,82,6.6,2.4,3.5,3.2,0.031,0.106,0.169,0.546,0.284,2000-01
2023,Monty Williams,ORL,29,203.2,102.0582,Notre Dame,USA,1994,1,24,82,5,3,1,-6.6,0.08,0.145,0.191,0.485,0.122,2000-01
2024,Mitch Richmond,WAS,36,195.58,97.52228,Kansas State,USA,1988,1,5,37,16.2,2.9,3,-2.4,0.014,0.093,0.24,0.521,0.16,2000-01
2025,Milt Palacio,BOS,23,190.5,88.45044,Colorado State,Belize,,,,58,5.9,1.8,2.6,-0.8,0.024,0.08,0.155,0.556,0.234,2000-01
2026,Mikki Moore,DET,25,213.36,104.32616,Nebraska,USA,,,,81,4.4,3.9,0.4,-2.8,0.114,0.187,0.151,0.552,0.049,2000-01
2027,Mike Smith,WAS,25,203.2,88.45044,Louisiana-Monroe,USA,2000,2,35,17,3,1.3,0.6,-8.5,0.061,0.084,0.177,0.386,0.093,2000-01
2028,Mike Penberthy,LAL,26,190.5,81.64656,Master's,USA,,,,53,5,1.2,1.3,-0.6,0.013,0.067,0.141,0.567,0.129,2000-01
2029,Mike Miller,ORL,21,203.2,98.883056,Florida,USA,2000,1,5,82,11.9,4,1.7,2.6,0.03,0.122,0.183,0.541,0.095,2000-01
2030,Mike Bibby,VAN,23,185.42,86.18248,Arizona,USA,1998,1,2,82,15.9,3.7,8.4,-6.8,0.017,0.091,0.211,0.525,0.376,2000-01
2031,Michael Stewart,TOR,26,208.28,104.32616,California,USA,,,,26,1.3,1.1,0.1,-21.2,0.131,0.148,0.167,0.394,0.03,2000-01
2032,Morris Peterson,TOR,23,200.66,98.883056,Michigan State,USA,2000,1,21,80,9.3,3.2,1.3,2.5,0.068,0.094,0.202,0.507,0.093,2000-01
2033,Paul McPherson,GSW,22,193.04,95.25432,DePaul,USA,,,,55,4.8,1.4,0.7,-2.5,0.069,0.078,0.204,0.542,0.105,2000-01
2034,Lucious Harris,NJN,30,195.58,92.98636,Long Beach State,USA,1993,2,28,73,9.4,3.9,1.8,-5.8,0.038,0.127,0.164,0.498,0.109,2000-01
2035,Loy Vaught,WAS,33,205.74,108.86208,Michigan,USA,1990,1,13,51,3.3,3.4,0.5,-6,0.107,0.263,0.165,0.484,0.068,2000-01
2036,Kelvin Cato,HOU,26,210.82,115.66596,Iowa State,USA,1997,1,15,35,4.7,4,0.3,8.8,0.093,0.162,0.12,0.606,0.028,2000-01
2037,Keith Van Horn,NJN,25,208.28,115.66596,Utah,USA,1997,1,2,49,17,7.1,1.7,-4,0.052,0.182,0.234,0.526,0.082,2000-01
2038,Karl Malone,UTA,37,205.74,116.119552,Louisiana Tech,USA,1985,1,13,81,23.2,8.3,4.5,5.8,0.05,0.236,0.299,0.572,0.234,2000-01
2039,Juwan Howard,DAL,28,205.74,113.398,Michigan,USA,1994,1,5,81,18,7.1,2.8,-1.4,0.067,0.156,0.246,0.527,0.135,2000-01
2040,Jumaine Jones,PHI,22,203.2,98.883056,Georgia,USA,1999,1,27,65,4.7,2.9,0.5,-0.7,0.079,0.166,0.173,0.51,0.064,2000-01
